Border,Date,Measure,Value,Average
US-Canada Border,07/01/2001 12:00:00 AM,Trains,2733,2777
US-Mexico Border,07/01/2001 12:00:00 AM,Train Passengers,1477,1210
US-Mexico Border,07/01/2001 12:00:00 AM,Trains,636,572
US-Mexico Border,06/01/2001 12:00:00 AM,Personal Vehicle Passengers,17097643,18316063
US-Mexico Border,06/01/2001 12:00:00 AM,Personal Vehicles,7879076,6886765
US-Canada Border,06/01/2001 12:00:00 AM,Personal Vehicle Passengers,7279995,7551577
US-Mexico Border,06/01/2001 12:00:00 AM,Pedestrians,4298062,3694317
US-Canada Border,06/01/2001 12:00:00 AM,Personal Vehicles,3403191,3119894
US-Canada Border,06/01/2001 12:00:00 AM,Trucks,585144,527649
US-Canada Border,06/01/2001 12:00:00 AM,Bus Passengers,507553,352133
US-Canada Border,06/01/2001 12:00:00 AM,Truck Containers Full,505788,317143
US-Mexico Border,06/01/2001 12:00:00 AM,Trucks,360917,332379
US-Mexico Border,06/01/2001 12:00:00 AM,Bus Passengers,284994,254057
US-Mexico Border,06/01/2001 12:00:00 AM,Truck Containers Full,202048,171069
US-Mexico Border,06/01/2001 12:00:00 AM,Truck Containers Empty,160412,141467
US-Canada Border,06/01/2001 12:00:00 AM,Rail Containers Full,105921,71272
US-Canada Border,06/01/2001 12:00:00 AM,Pedestrians,96861,48140
US-Canada Border,06/01/2001 12:00:00 AM,Truck Containers Empty,86350,53120
US-Canada Border,06/01/2001 12:00:00 AM,Rail Containers Empty,36753,23173
US-Canada Border,06/01/2001 12:00:00 AM,Train Passengers,26750,20210
US-Mexico Border,06/01/2001 12:00:00 AM,Rail Containers Full,25403,16523
US-Mexico Border,06/01/2001 12:00:00 AM,Buses,23079,19853
US-Mexico Border,06/01/2001 12:00:00 AM,Rail Containers Empty,22901,19089
US-Canada Border,06/01/2001 12:00:00 AM,Buses,18843,14545
US-Canada Border,06/01/2001 12:00:00 AM,Trains,2823,2776
US-Mexico Border,06/01/2001 12:00:00 AM,Train Passengers,1564,1205
US-Mexico Border,06/01/2001 12:00:00 AM,Trains,627,571
US-Mexico Border,05/01/2001 12:00:00 AM,Personal Vehicle Passengers,17849208,18323358
US-Mexico Border,05/01/2001 12:00:00 AM,Personal Vehicles,8202683,6866204
US-Canada Border,05/01/2001 12:00:00 AM,Personal Vehicle Passengers,6359599,7570202
US-Mexico Border,05/01/2001 12:00:00 AM,Pedestrians,4144573,3687281
US-Canada Border,05/01/2001 12:00:00 AM,Personal Vehicles,3117367,3119933
US-Canada Border,05/01/2001 12:00:00 AM,Trucks,625675,526117
US-Canada Border,05/01/2001 12:00:00 AM,Truck Containers Full,521415,313951
US-Canada Border,05/01/2001 12:00:00 AM,Bus Passengers,455731,350515
US-Mexico Border,05/01/2001 12:00:00 AM,Trucks,387767,331514
US-Mexico Border,05/01/2001 12:00:00 AM,Bus Passengers,268242,253835
US-Mexico Border,05/01/2001 12:00:00 AM,Truck Containers Full,217992,170336
US-Mexico Border,05/01/2001 12:00:00 AM,Truck Containers Empty,168233,141048
US-Canada Border,05/01/2001 12:00:00 AM,Rail Containers Full,123144,70462
US-Canada Border,05/01/2001 12:00:00 AM,Truck Containers Empty,90500,52536
US-Canada Border,05/01/2001 12:00:00 AM,Pedestrians,74052,47735
US-Canada Border,05/01/2001 12:00:00 AM,Rail Containers Empty,41281,22890
US-Mexico Border,05/01/2001 12:00:00 AM,Rail Containers Empty,26725,18969
US-Mexico Border,05/01/2001 12:00:00 AM,Buses,25275,19769
US-Mexico Border,05/01/2001 12:00:00 AM,Rail Containers Full,24284,16402
US-Canada Border,05/01/2001 12:00:00 AM,Train Passengers,20813,20201
US-Canada Border,05/01/2001 12:00:00 AM,Buses,16579,14513
US-Canada Border,05/01/2001 12:00:00 AM,Trains,2964,2773
US-Mexico Border,05/01/2001 12:00:00 AM,Train Passengers,2002,1192
US-Mexico Border,05/01/2001 12:00:00 AM,Trains,706,569
US-Mexico Border,04/01/2001 12:00:00 AM,Personal Vehicle Passengers,19644451,18302388
US-Mexico Border,04/01/2001 12:00:00 AM,Personal Vehicles,8013208,6847997
US-Canada Border,04/01/2001 12:00:00 AM,Personal Vehicle Passengers,5949378,7595929
US-Mexico Border,04/01/2001 12:00:00 AM,Pedestrians,4532793,3673861
US-Canada Border,04/01/2001 12:00:00 AM,Personal Vehicles,2820914,3124680
US-Canada Border,04/01/2001 12:00:00 AM,Trucks,568784,525440
US-Canada Border,04/01/2001 12:00:00 AM,Truck Containers Full,467044,311521
US-Canada Border,04/01/2001 12:00:00 AM,Bus Passengers,357153,350409
US-Mexico Border,04/01/2001 12:00:00 AM,Trucks,351934,331190
US-Mexico Border,04/01/2001 12:00:00 AM,Bus Passengers,298894,253120
US-Mexico Border,04/01/2001 12:00:00 AM,Truck Containers Full,199661,169870
US-Mexico Border,04/01/2001 12:00:00 AM,Truck Containers Empty,150128,140904
US-Canada Border,04/01/2001 12:00:00 AM,Rail Containers Full,111272,69814
US-Canada Border,04/01/2001 12:00:00 AM,Truck Containers Empty,83766,52040
US-Canada Border,04/01/2001 12:00:00 AM,Rail Containers Empty,35522,22690
US-Canada Border,04/01/2001 12:00:00 AM,Pedestrians,35221,47934
US-Mexico Border,04/01/2001 12:00:00 AM,Rail Containers Empty,28782,18814
US-Mexico Border,04/01/2001 12:00:00 AM,Buses,24569,19693
US-Mexico Border,04/01/2001 12:00:00 AM,Rail Containers Full,21612,16319
US-Canada Border,04/01/2001 12:00:00 AM,Train Passengers,18367,20230
US-Canada Border,04/01/2001 12:00:00 AM,Buses,12991,14537
US-Canada Border,04/01/2001 12:00:00 AM,Trains,2871,2772
US-Mexico Border,04/01/2001 12:00:00 AM,Train Passengers,1747,1183
US-Mexico Border,04/01/2001 12:00:00 AM,Trains,617,568
US-Mexico Border,03/01/2001 12:00:00 AM,Personal Vehicle Passengers,20926836,18260058
US-Mexico Border,03/01/2001 12:00:00 AM,Personal Vehicles,8242638,6825503
US-Canada Border,03/01/2001 12:00:00 AM,Personal Vehicle Passengers,6286079,7617056
US-Mexico Border,03/01/2001 12:00:00 AM,Pedestrians,4999418,3652481
US-Canada Border,03/01/2001 12:00:00 AM,Personal Vehicles,2787843,3130112
US-Canada Border,03/01/2001 12:00:00 AM,Trucks,596446,524295
US-Canada Border,03/01/2001 12:00:00 AM,Truck Containers Full,475691,308873
US-Mexico Border,03/01/2001 12:00:00 AM,Trucks,388393,330267
US-Canada Border,03/01/2001 12:00:00 AM,Bus Passengers,327366,350781
US-Mexico Border,03/01/2001 12:00:00 AM,Bus Passengers,288306,252553
US-Mexico Border,03/01/2001 12:00:00 AM,Truck Containers Full,223127,169011
US-Mexico Border,03/01/2001 12:00:00 AM,Truck Containers Empty,163252,140544
US-Canada Border,03/01/2001 12:00:00 AM,Rail Containers Full,122179,68969
US-Canada Border,03/01/2001 12:00:00 AM,Truck Containers Empty,88530,51452
US-Canada Border,03/01/2001 12:00:00 AM,Rail Containers Empty,40398,22404
US-Canada Border,03/01/2001 12:00:00 AM,Pedestrians,31446,48200
US-Mexico Border,03/01/2001 12:00:00 AM,Rail Containers Empty,27775,18669
US-Mexico Border,03/01/2001 12:00:00 AM,Rail Containers Full,24924,16180
US-Mexico Border,03/01/2001 12:00:00 AM,Buses,24861,19609
US-Canada Border,03/01/2001 12:00:00 AM,Train Passengers,17558,20273
US-Canada Border,03/01/2001 12:00:00 AM,Buses,12486,14570
US-Canada Border,03/01/2001 12:00:00 AM,Trains,2911,2769
US-Mexico Border,03/01/2001 12:00:00 AM,Train Passengers,1672,1175
US-Mexico Border,03/01/2001 12:00:00 AM,Trains,638,567
US-Mexico Border,02/01/2001 12:00:00 AM,Personal Vehicle Passengers,18893841,18249668
US-Mexico Border,02/01/2001 12:00:00 AM,Personal Vehicles,7351951,6816873
US-Canada Border,02/01/2001 12:00:00 AM,Personal Vehicle Passengers,4972004,7660417
US-Mexico Border,02/01/2001 12:00:00 AM,Pedestrians,4295991,3641931
US-Canada Border,02/01/2001 12:00:00 AM,Personal Vehicles,2346471,3142959
US-Canada Border,02/01/2001 12:00:00 AM,Trucks,532495,524160
US-Canada Border,02/01/2001 12:00:00 AM,Truck Containers Full,400615,307369
US-Mexico Border,02/01/2001 12:00:00 AM,Trucks,342476,330067
US-Canada Border,02/01/2001 12:00:00 AM,Bus Passengers,279293,351953
US-Mexico Border,02/01/2001 12:00:00 AM,Bus Passengers,223480,253029
US-Mexico Border,02/01/2001 12:00:00 AM,Truck Containers Full,184198,168762
US-Mexico Border,02/01/2001 12:00:00 AM,Truck Containers Empty,140414,140546
US-Canada Border,02/01/2001 12:00:00 AM,Rail Containers Full,103986,68395
US-Canada Border,02/01/2001 12:00:00 AM,Truck Containers Empty,75801,51052
US-Canada Border,02/01/2001 12:00:00 AM,Rail Containers Empty,32639,22236
US-Canada Border,02/01/2001 12:00:00 AM,Pedestrians,31587,48472
US-Mexico Border,02/01/2001 12:00:00 AM,Buses,21678,19575
US-Mexico Border,02/01/2001 12:00:00 AM,Rail Containers Empty,21198,18628
US-Mexico Border,02/01/2001 12:00:00 AM,Rail Containers Full,19367,16128
US-Canada Border,02/01/2001 12:00:00 AM,Train Passengers,14505,20367
US-Canada Border,02/01/2001 12:00:00 AM,Buses,10915,14630
US-Canada Border,02/01/2001 12:00:00 AM,Trains,2701,2771
US-Mexico Border,02/01/2001 12:00:00 AM,Train Passengers,1294,1174
US-Mexico Border,02/01/2001 12:00:00 AM,Trains,523,567
US-Mexico Border,01/01/2001 12:00:00 AM,Personal Vehicle Passengers,20022717,18220117
US-Mexico Border,01/01/2001 12:00:00 AM,Personal Vehicles,7735092,6801569
US-Canada Border,01/01/2001 12:00:00 AM,Personal Vehicle Passengers,5868379,7690285
US-Mexico Border,01/01/2001 12:00:00 AM,Pedestrians,4372668,3629752
US-Canada Border,01/01/2001 12:00:00 AM,Personal Vehicles,2507473,3153550
US-Canada Border,01/01/2001 12:00:00 AM,Trucks,579172,523243
US-Canada Border,01/01/2001 12:00:00 AM,Truck Containers Full,464559,304749
US-Mexico Border,01/01/2001 12:00:00 AM,Trucks,359459,329577
US-Canada Border,01/01/2001 12:00:00 AM,Bus Passengers,264677,353408
US-Mexico Border,01/01/2001 12:00:00 AM,Bus Passengers,255543,252987
US-Mexico Border,01/01/2001 12:00:00 AM,Truck Containers Full,197376,168285
US-Mexico Border,01/01/2001 12:00:00 AM,Truck Containers Empty,157093,140270
US-Canada Border,01/01/2001 12:00:00 AM,Rail Containers Full,108065,67734
US-Canada Border,01/01/2001 12:00:00 AM,Truck Containers Empty,89182,50417
US-Canada Border,01/01/2001 12:00:00 AM,Rail Containers Empty,33698,22045
US-Mexico Border,01/01/2001 12:00:00 AM,Buses,26850,19454
US-Mexico Border,01/01/2001 12:00:00 AM,Rail Containers Empty,25895,18507
US-Canada Border,01/01/2001 12:00:00 AM,Pedestrians,25092,48862
US-Mexico Border,01/01/2001 12:00:00 AM,Rail Containers Full,17745,16101
US-Canada Border,01/01/2001 12:00:00 AM,Train Passengers,15074,20456
US-Canada Border,01/01/2001 12:00:00 AM,Buses,10498,14699
US-Canada Border,01/01/2001 12:00:00 AM,Trains,2842,2769
US-Mexico Border,01/01/2001 12:00:00 AM,Train Passengers,1652,1166
US-Mexico Border,01/01/2001 12:00:00 AM,Trains,588,567
US-Mexico Border,12/01/2000 12:00:00 AM,Personal Vehicle Passengers,20632886,18179223
US-Mexico Border,12/01/2000 12:00:00 AM,Personal Vehicles,7940283,6782269
US-Canada Border,12/01/2000 12:00:00 AM,Personal Vehicle Passengers,5897718,7720667
US-Mexico Border,12/01/2000 12:00:00 AM,Pedestrians,4654714,3612380
US-Canada Border,12/01/2000 12:00:00 AM,Personal Vehicles,2492742,3164751
US-Canada Border,12/01/2000 12:00:00 AM,Trucks,475067,524060
US-Canada Border,12/01/2000 12:00:00 AM,Truck Containers Full,357904,303849
US-Mexico Border,12/01/2000 12:00:00 AM,Trucks,328599,329594
US-Canada Border,12/01/2000 12:00:00 AM,Bus Passengers,286591,354540
US-Mexico Border,12/01/2000 12:00:00 AM,Bus Passengers,255262,252949
US-Mexico Border,12/01/2000 12:00:00 AM,Truck Containers Full,172056,168222
US-Mexico Border,12/01/2000 12:00:00 AM,Truck Containers Empty,149813,140108
US-Canada Border,12/01/2000 12:00:00 AM,Rail Containers Full,91855,67325
US-Canada Border,12/01/2000 12:00:00 AM,Truck Containers Empty,60704,50242
US-Canada Border,12/01/2000 12:00:00 AM,Pedestrians,45110,48925
US-Canada Border,12/01/2000 12:00:00 AM,Rail Containers Empty,26822,21964
US-Mexico Border,12/01/2000 12:00:00 AM,Rail Containers Empty,25083,18395
US-Mexico Border,12/01/2000 12:00:00 AM,Buses,24894,19362
US-Canada Border,12/01/2000 12:00:00 AM,Train Passengers,18112,20495
US-Mexico Border,12/01/2000 12:00:00 AM,Rail Containers Full,16933,16087
US-Canada Border,12/01/2000 12:00:00 AM,Buses,11055,14761
US-Canada Border,12/01/2000 12:00:00 AM,Trains,2610,2772
US-Mexico Border,12/01/2000 12:00:00 AM,Train Passengers,1266,1164
US-Mexico Border,12/01/2000 12:00:00 AM,Trains,540,568
US-Mexico Border,11/01/2000 12:00:00 AM,Personal Vehicle Passengers,19652372,18153824
US-Mexico Border,11/01/2000 12:00:00 AM,Personal Vehicles,7560489,6768851
US-Canada Border,11/01/2000 12:00:00 AM,Personal Vehicle Passengers,6248585,7746048
US-Mexico Border,11/01/2000 12:00:00 AM,Pedestrians,3779094,3609506
US-Canada Border,11/01/2000 12:00:00 AM,Personal Vehicles,2678751,3173130
US-Canada Border,11/01/2000 12:00:00 AM,Trucks,600470,522743
US-Canada Border,11/01/2000 12:00:00 AM,Truck Containers Full,452402,301287
US-Mexico Border,11/01/2000 12:00:00 AM,Trucks,363937,329001
US-Canada Border,11/01/2000 12:00:00 AM,Bus Passengers,304928,355395
US-Mexico Border,11/01/2000 12:00:00 AM,Bus Passengers,250585,252989
US-Mexico Border,11/01/2000 12:00:00 AM,Truck Containers Full,204264,167600
US-Mexico Border,11/01/2000 12:00:00 AM,Truck Containers Empty,164218,139693
US-Canada Border,11/01/2000 12:00:00 AM,Rail Containers Full,110224,66586
US-Canada Border,11/01/2000 12:00:00 AM,Truck Containers Empty,72734,49855
US-Canada Border,11/01/2000 12:00:00 AM,Pedestrians,37006,49131
US-Canada Border,11/01/2000 12:00:00 AM,Rail Containers Empty,32532,21782
US-Mexico Border,11/01/2000 12:00:00 AM,Rail Containers Empty,26002,18264
US-Mexico Border,11/01/2000 12:00:00 AM,Buses,23339,19293
US-Mexico Border,11/01/2000 12:00:00 AM,Rail Containers Full,18747,16041
US-Canada Border,11/01/2000 12:00:00 AM,Train Passengers,15434,20583
US-Canada Border,11/01/2000 12:00:00 AM,Buses,11775,14812
US-Canada Border,11/01/2000 12:00:00 AM,Trains,2851,2771
US-Mexico Border,11/01/2000 12:00:00 AM,Train Passengers,1590,1156
US-Mexico Border,11/01/2000 12:00:00 AM,Trains,587,567
US-Mexico Border,10/01/2000 12:00:00 AM,Personal Vehicle Passengers,19935645,18122564
US-Mexico Border,10/01/2000 12:00:00 AM,Personal Vehicles,7700555,6752505
US-Canada Border,10/01/2000 12:00:00 AM,Personal Vehicle Passengers,7193370,7755744
US-Mexico Border,10/01/2000 12:00:00 AM,Pedestrians,3674661,3608363
US-Canada Border,10/01/2000 12:00:00 AM,Personal Vehicles,3139788,3173715
US-Canada Border,10/01/2000 12:00:00 AM,Trucks,626833,520916
US-Canada Border,10/01/2000 12:00:00 AM,Truck Containers Full,511645,297597
US-Canada Border,10/01/2000 12:00:00 AM,Bus Passengers,441070,353892
US-Mexico Border,10/01/2000 12:00:00 AM,Trucks,388288,327961
US-Mexico Border,10/01/2000 12:00:00 AM,Bus Passengers,310372,251983
US-Mexico Border,10/01/2000 12:00:00 AM,Truck Containers Full,211084,166837
US-Mexico Border,10/01/2000 12:00:00 AM,Truck Containers Empty,169279,139174
US-Canada Border,10/01/2000 12:00:00 AM,Rail Containers Full,92187,66137
US-Canada Border,10/01/2000 12:00:00 AM,Truck Containers Empty,73182,49445
US-Canada Border,10/01/2000 12:00:00 AM,Pedestrians,47974,49151
US-Canada Border,10/01/2000 12:00:00 AM,Rail Containers Empty,30791,21624
US-Mexico Border,10/01/2000 12:00:00 AM,Rail Containers Empty,24295,18158
US-Mexico Border,10/01/2000 12:00:00 AM,Rail Containers Full,23375,15912
US-Mexico Border,10/01/2000 12:00:00 AM,Buses,22553,19236
US-Canada Border,10/01/2000 12:00:00 AM,Train Passengers,20175,20590
US-Canada Border,10/01/2000 12:00:00 AM,Buses,16227,14787
US-Canada Border,10/01/2000 12:00:00 AM,Trains,2908,2768
US-Mexico Border,10/01/2000 12:00:00 AM,Train Passengers,1627,1148
US-Mexico Border,10/01/2000 12:00:00 AM,Trains,619,566
US-Mexico Border,09/01/2000 12:00:00 AM,Personal Vehicle Passengers,19726265,18093926
US-Canada Border,09/01/2000 12:00:00 AM,Personal Vehicle Passengers,8079059,7749971
US-Mexico Border,09/01/2000 12:00:00 AM,Personal Vehicles,7564316,6738009
US-Mexico Border,09/01/2000 12:00:00 AM,Pedestrians,3800747,3604927
US-Canada Border,09/01/2000 12:00:00 AM,Personal Vehicles,3375291,3170115
US-Canada Border,09/01/2000 12:00:00 AM,Trucks,588557,519709
US-Canada Border,09/01/2000 12:00:00 AM,Bus Passengers,553103,350335
US-Canada Border,09/01/2000 12:00:00 AM,Truck Containers Full,454959,294787
US-Mexico Border,09/01/2000 12:00:00 AM,Trucks,366768,327268
US-Mexico Border,09/01/2000 12:00:00 AM,Bus Passengers,210058,252731
US-Mexico Border,09/01/2000 12:00:00 AM,Truck Containers Full,150453,167130
US-Mexico Border,09/01/2000 12:00:00 AM,Truck Containers Empty,114347,139617
US-Canada Border,09/01/2000 12:00:00 AM,Rail Containers Full,104355,65454
US-Canada Border,09/01/2000 12:00:00 AM,Truck Containers Empty,75016,48989
US-Canada Border,09/01/2000 12:00:00 AM,Pedestrians,58446,48985
US-Canada Border,09/01/2000 12:00:00 AM,Rail Containers Empty,32360,21432
US-Canada Border,09/01/2000 12:00:00 AM,Train Passengers,24877,20513
US-Mexico Border,09/01/2000 12:00:00 AM,Rail Containers Full,24689,15756
US-Mexico Border,09/01/2000 12:00:00 AM,Rail Containers Empty,21905,18091
US-Mexico Border,09/01/2000 12:00:00 AM,Buses,20921,19206
US-Canada Border,09/01/2000 12:00:00 AM,Buses,20752,14681
US-Canada Border,09/01/2000 12:00:00 AM,Trains,2808,2768
US-Mexico Border,09/01/2000 12:00:00 AM,Train Passengers,1536,1141
US-Mexico Border,09/01/2000 12:00:00 AM,Trains,619,565
US-Mexico Border,08/01/2000 12:00:00 AM,Personal Vehicle Passengers,20385695,18052258
US-Canada Border,08/01/2000 12:00:00 AM,Personal Vehicle Passengers,10387658,7702013
US-Mexico Border,08/01/2000 12:00:00 AM,Personal Vehicles,7786007,6718954
US-Canada Border,08/01/2000 12:00:00 AM,Personal Vehicles,4094125,3153315
US-Mexico Border,08/01/2000 12:00:00 AM,Pedestrians,3891944,3599709
US-Canada Border,08/01/2000 12:00:00 AM,Trucks,631873,517669
US-Canada Border,08/01/2000 12:00:00 AM,Bus Passengers,587211,346028
US-Canada Border,08/01/2000 12:00:00 AM,Truck Containers Full,448334,291995
US-Mexico Border,08/01/2000 12:00:00 AM,Trucks,410903,325748
US-Mexico Border,08/01/2000 12:00:00 AM,Bus Passengers,261472,252572
US-Mexico Border,08/01/2000 12:00:00 AM,Truck Containers Full,178713,166919
US-Mexico Border,08/01/2000 12:00:00 AM,Truck Containers Empty,143867,139540
US-Canada Border,08/01/2000 12:00:00 AM,Rail Containers Full,102962,64772
US-Canada Border,08/01/2000 12:00:00 AM,Pedestrians,83052,48366
US-Canada Border,08/01/2000 12:00:00 AM,Truck Containers Empty,76284,48493
US-Canada Border,08/01/2000 12:00:00 AM,Train Passengers,40216,20155
US-Canada Border,08/01/2000 12:00:00 AM,Rail Containers Empty,33482,21213
US-Mexico Border,08/01/2000 12:00:00 AM,Buses,23737,19124
US-Mexico Border,08/01/2000 12:00:00 AM,Rail Containers Full,23119,15622
US-Canada Border,08/01/2000 12:00:00 AM,Buses,21673,14554
US-Mexico Border,08/01/2000 12:00:00 AM,Rail Containers Empty,20446,18048
US-Canada Border,08/01/2000 12:00:00 AM,Trains,2880,2765
US-Mexico Border,08/01/2000 12:00:00 AM,Train Passengers,1334,1138
US-Mexico Border,08/01/2000 12:00:00 AM,Trains,598,565
US-Mexico Border,07/01/2000 12:00:00 AM,Personal Vehicle Passengers,20510593,18006733
US-Canada Border,07/01/2000 12:00:00 AM,Personal Vehicle Passengers,10686762,7646739
US-Mexico Border,07/01/2000 12:00:00 AM,Personal Vehicles,7783451,6699241
US-Canada Border,07/01/2000 12:00:00 AM,Personal Vehicles,4159358,3134685
US-Mexico Border,07/01/2000 12:00:00 AM,Pedestrians,4088003,3590666
US-Canada Border,07/01/2000 12:00:00 AM,Bus Passengers,575806,341773
US-Canada Border,07/01/2000 12:00:00 AM,Trucks,528835,517462
US-Canada Border,07/01/2000 12:00:00 AM,Truck Containers Full,421547,289596
US-Mexico Border,07/01/2000 12:00:00 AM,Trucks,357425,325161
